path_in_A,path_in_B
ObjectData\MiniMemoryRoadGalaxy\tex1_32x32_b3cd73680f4ab82d_14.png,MarioGalaxy\921dccb009d6b49f.png
ObjectData\MiniMokumokuValleyGalaxy\tex1_32x32_a68ef141862d6aa4_1.png,MarioGalaxy\1a6912b3810d950a.png
ObjectData\MiniMokumokuValleyGalaxy\tex1_64x64_1f828214959ff39d_14.png,MarioGalaxy\d66097deb4c7da13.png
ObjectData\MiniMysteryCandyGalaxy\tex1_64x64_12537055a47bece6_14.png,MarioGalaxy\e1ac37882773cf3a.png
ObjectData\MiniOmoteuLandGalaxy\tex1_16x16_e53837ee863200f4_0.png,MarioGalaxy\a29e478f692bfaa3.png
ObjectData\MiniOmoteuLandGalaxy\tex1_32x32_bdfcab630c1e36c4_14.png,MarioGalaxy\0a9bff2c6890b10d.png
ObjectData\MiniOmoteuLandGalaxy\tex1_64x64_09f5a60e4854b77a_14.png,MarioGalaxy\0972c4191a914a77.png
ObjectData\MiniPlanetAcrossPlanet\8555848019705348133.png,ondemand_texture_replace\MarioGalaxy\8555848019705348133.png
ObjectData\MiniPlanetAcrossPlanet\tex1_128x128_b5111e03e044957e_14.png,ondemand_texture_replace\MarioGalaxy\3691933447861104601.png
ObjectData\MiniPlanetAcrossPlanet\tex1_256x256_c043e629f2320527_14.png,MarioGalaxy\b3b7600206fc4145.png
ObjectData\MiniPlayerRocket\tex1_32x32_a5243fe67c17c5ed_14.png,MarioGalaxy\704942533fc8d843.png
ObjectData\MiniPlayerRocket\tex1_64x32_8cbdf566061a9268_5.png,MarioGalaxy\56ac0ab0634b3d7c.png
ObjectData\MiniQuicksandGalaxy\tex1_32x32_cdd1a2bf884b5196_14.png,MarioGalaxy\ca15b35d93414296.png
ObjectData\MiniQuicksandGalaxy\tex1_64x64_556af6829ee18310_14.png,MarioGalaxy\91deae2229675541.png
ObjectData\MiniRedBlueExGalaxy\tex1_64x32_8cce459bf4854529_1.png,MarioGalaxy\4ab1f1fe3d8f4f91.png
ObjectData\MiniStarCheckPoint\tex1_64x64_4a0e3dacf550e1d8_1.png,MarioGalaxy\f8f22a77efda1163.png
ObjectData\MiniStarCheckPointMark\tex1_64x64_165bdbd269ba5e74_1.png,MarioGalaxy\f1d9a316e2ec953e.png
ObjectData\MiniStarCreekGalaxy\tex1_32x32_4159c4870128b991_14.png,MarioGalaxy\5d430fcefda47cfb.png
ObjectData\MiniStarCreekGalaxy\tex1_32x32_60f02edc8c1edfb9_3.png,MarioGalaxy\a5a11f3e72e98bd3.png
ObjectData\MiniSwitchMoveBlockGalaxy\tex1_64x64_83550359a8e03d2d_14.png,MarioGalaxy\8849d31d6feeed2b.png
ObjectData\MiniTamakoroPlanetGalaxy\tex1_16x16_a800f5ce7db523ae_14.png,MarioGalaxy\c67600b1609fc596.png
ObjectData\MiniTamakoroPlanetGalaxy\tex1_32x32_0706044838122856_1.png,MarioGalaxy\34f0509aa775085f.png
ObjectData\MiniTamakoroPlanetGalaxy\tex1_32x32_e14f2851cd027c58_1.png,ondemand_texture_replace\MarioGalaxy\6480718932431902369.png
ObjectData\MiniTamakoroPlanetGalaxy\tex1_64x64_d2bce9ebacac5ded_14.png,MarioGalaxy\071bd09f15c16d79.png
ObjectData\MiniTeresaLabyrinthGalaxy\tex1_32x32_dd879fa02015122c_14.png,MarioGalaxy\048961c022d59961.png
ObjectData\MiniTeresaLabyrinthGalaxy\tex1_64x64_db2fb6f61c0613de_1.png,MarioGalaxy\72068852e83815d3.png
ObjectData\MiniThunderFleetGalaxy\tex1_32x16_4f9a83dc7c8c4236_14.png,MarioGalaxy\c1883c84d5057823.png
ObjectData\MiniTicoMaster\tex1_32x64_7259f244d2dde72d_14.png,MarioGalaxy_Sub\22ac42579ec06420.png
ObjectData\MiniTicoMasterMark\tex1_64x64_e8c5f2e6fa48e2d9_1.png,MarioGalaxy\97886c3a643f6801.png
ObjectData\MiniTropicalResortGalaxy\tex1_64x64_fe604f64f36b362a_4.png,MarioGalaxy\99478b9c6ffeaa8a.png
ObjectData\MiniTwisterTowerGalaxy\tex1_32x32_c143131bdfa969ae_14.png,MarioGalaxy\95a8d4762c230cb6.png
ObjectData\MiniTwisterTowerGalaxy\tex1_32x32_d3236af9149d4195_14.png,MarioGalaxy\86052c524a12cb2d.png
ObjectData\MiniUnderGroundDangeonGalaxy\tex1_16x32_193d9f66fd3a0403_14.png,MarioGalaxy\d1f76baa3af55afd.png
ObjectData\MiniUnderGroundDangeonGalaxy\tex1_32x128_4d23ba611616def9_14.png,MarioGalaxy\277feeb9dc5c2e75.png
ObjectData\MiniUnderGroundDangeonGalaxy\tex1_32x32_0adc7f615b30f194_14.png,MarioGalaxy\c9cc685bd41cbba6.png
ObjectData\MiniUnderGroundDangeonGalaxy\tex1_32x32_ad4d7db73408e8d4_14.png,MarioGalaxy\f6ec18acf6929d05.png
ObjectData\MiniUnderGroundDangeonGalaxy\tex1_32x32_b7eebaac398fd81f_14.png,MarioGalaxy\d1d611fa496b7a42.png
ObjectData\MiniUnderGroundDangeonGalaxy\tex1_8x16_6cc15b8225d814c7_14.png,MarioGalaxy\99a8e83fdf0e50b6.png
ObjectData\MiniVsKoopaLv3Galaxy\tex1_64x64_4e9401bad14f6947_1.png,MarioGalaxy\d81543b467f0bda7.png
ObjectData\MiniVsKoopaLv3Galaxy\tex1_64x64_5d148f718671c1ea_1.png,MarioGalaxy\37512c09a1b77ee8.png
ObjectData\MiniVsKoopaLv3Galaxy\tex1_64x64_a5edf14fa523b8c5_2.png,MarioGalaxy\62f94d35e4e083d7.png
ObjectData\MiniVsKoopaLv3Galaxy\tex1_64x64_bd6f77f61ad2b3f9_0.png,MarioGalaxy\d2aa8262af1ce3bd.png
ObjectData\MiniVsKoopaLv3Galaxy\tex1_64x64_e2e7a6cd2d0f5027_14.png,MarioGalaxy\0984cde849acd609.png
ObjectData\MiniVsKoopaLv3Galaxy\tex1_64x64_f74d76e02654259c_3.png,ondemand_texture_replace\MarioGalaxy\4152845092592423774.png
ObjectData\MiniWanwanFactoryGalaxy\tex1_64x128_efa8bd258c2e01bc_14.png,MarioGalaxy\1c197a6987128f49.png
ObjectData\MiniYosshiHomeGalaxy\tex1_32x32_a9942394710dc81e_14.png,MarioGalaxy\33ac86b1806c17cb.png
ObjectData\MiniYosshiHomeGalaxy\tex1_32x32_e6ee1ae3116265f9_14.png,MarioGalaxy\3fd5ee79a095dce2.png
ObjectData\Moc\tex1_128x128_88718b8cd19f16ca_14.png,MarioGalaxy\a74bb6d3d76254ef.png
ObjectData\Moc\tex1_128x64_0519f5a5a6a4dea1_14.png,MarioGalaxy\b75f37de70978569.png
ObjectData\Mogucchi\tex1_128x128_c1f329c9e80f0b65_14.png,ondemand_texture_replace\MarioGalaxy\1171011215360434385.png
ObjectData\Mogucchi\tex1_32x32_82eb239aaf2a3383_14.png,ondemand_texture_replace\MarioGalaxy\13818578076091805065.png
ObjectData\Mogucchi\tex1_32x32_b38d33d21cda2ddc_14.png,ondemand_texture_replace\MarioGalaxy\889065054632666515.png
ObjectData\MogucchiSpike\tex1_128x128_adc0a24427a446b9_14.png,ondemand_texture_replace\MarioGalaxy\16393319254134158282.png
ObjectData\MogucchiSpike\tex1_128x128_b15e7ec3d29423e9_14.png,ondemand_texture_replace\MarioGalaxy\4409936219221260587.png
ObjectData\MogucchiSpike\tex1_32x32_de3643861f1e4baa_14.png,ondemand_texture_replace\MarioGalaxy\17752018832487858292.png
ObjectData\Monte\tex1_64x64_d29e009729aafe44_14.png,ondemand_texture_replace\MarioGalaxy\897120872520160373.png
ObjectData\MonteStatue\tex1_64x64_7cd08aa635274679_14.png,ondemand_texture_replace\MarioGalaxy\9026998888992937199.png
ObjectData\MoonRabbit\tex1_256x256_4372ce3658329645_14.png,MarioGalaxy\a4ca2d04a119d49f.png
ObjectData\MuimuiAttackPlanet\tex1_128x128_2a531997e8990f1c_14.png,ondemand_texture_replace\MarioGalaxy\9357924604438343809.png
ObjectData\MuimuiAttackPlanet\tex1_128x128_31ef783ae772c757_14.png,ondemand_texture_replace\MarioGalaxy\12654495136428233223.png
ObjectData\MuimuiAttackPlanet\tex1_128x128_cf752e11f442f89e_14.png,ondemand_texture_replace\MarioGalaxy\7651893374813176298.png
ObjectData\MuimuiAttackPlanet\tex1_256x256_af340517e0098aca_14.png,ondemand_texture_replace\MarioGalaxy\13242682824058491894.png
ObjectData\MuimuiAttackPlanet\tex1_256x256_e248438b0b498a2c_14.png,ondemand_texture_replace\MarioGalaxy\6898954201407717047.png
ObjectData\MysteryCandyBrightPlanet\tex1_128x128_71f2cf3d83993e15_14.png,ondemand_texture_replace\MarioGalaxy\10241955523112782354.png
ObjectData\MysteryCandyBrightPlanet\tex1_32x32_ad40c959c729c7fe_14.png,ondemand_texture_replace\MarioGalaxy\11110847014698632666.png
ObjectData\MysteryCandyBrightPlanet\tex1_64x64_8d00773cc9e8f9c6_14.png,ondemand_texture_replace\MarioGalaxy\14661119556225890511.png
ObjectData\MysteryCandyBrightPlanet\tex1_64x64_m_0c5fd3e480f9fa89_14.png,MarioGalaxy_Sub\07c3a1d55a60a124.png
ObjectData\MysteryCandyBrightPlanet\tex1_64x64_m_0c5fd3e480f9fa89_14_mip1.png,MarioGalaxy_Sub\07c3a1d55a60a124_lod1.png
ObjectData\MysteryCandyBrightPlanet\tex1_64x64_m_0c5fd3e480f9fa89_14_mip2.png,MarioGalaxy_Sub\07c3a1d55a60a124_lod2.png
ObjectData\MysteryCandyBrightPlanet\tex1_64x64_m_0c5fd3e480f9fa89_14_mip3.png,MarioGalaxy_Sub\07c3a1d55a60a124_lod3.png
ObjectData\MysteryCandyBrightPlanet\tex1_64x64_m_e40d4fdbd6ee9c85_14.png,ondemand_texture_replace\MarioGalaxy\11143464822809065396.png
ObjectData\MysteryCandyBrightPlanetCover\tex1_64x64_f0ea20d04fb799e6_14.png,ondemand_texture_replace\MarioGalaxy\7597652563191216525.png
ObjectData\MysteryCandyDecorateParts\tex1_128x128_97eb8bbb1042c8f4_14.png,ondemand_texture_replace\MarioGalaxy\15147805733075748692.png
ObjectData\MysteryCandyDecorateParts\tex1_128x128_995a12015e8105f7_14.png,ondemand_texture_replace\MarioGalaxy\4130210152741481060.png
ObjectData\MysteryCandyDecorateParts\tex1_128x128_c03fbfce5552d175_14.png,ondemand_texture_replace\MarioGalaxy\18042905590662167501.png
ObjectData\MysteryCandyDecorateParts\tex1_128x128_cbed87421b702f81_14.png,ondemand_texture_replace\MarioGalaxy\17704103966801285974.png
ObjectData\MysteryCandyDecorateParts\tex1_64x64_852240c8dfb58c95_14.png,ondemand_texture_replace\MarioGalaxy\2802953938030661485.png
ObjectData\MysteryCandyDecoratePartsB\tex1_32x32_fd22dc6ac6917dd1_14.png,ondemand_texture_replace\MarioGalaxy\9025501087560546921.png
ObjectData\MysteryCandyDecoratePartsB\tex1_32x64_0f85770242562588_14.png,ondemand_texture_replace\MarioGalaxy\12921799557042381415.png
ObjectData\MysteryCandyDecoratePartsB\tex1_32x64_7340783075e5e9b0_14.png,ondemand_texture_replace\MarioGalaxy\6901741360066997978.png
ObjectData\MysteryCandyDecoratePartsB\tex1_32x64_8390782c5cf86f18_14.png,ondemand_texture_replace\MarioGalaxy\12805404306390008760.png
ObjectData\MysteryCandyPlanet\tex1_128x128_7f4be1b1e796210a_14.png,ondemand_texture_replace\MarioGalaxy\15113078924167852033.png
ObjectData\MysteryCandyPlanet\tex1_32x32_a1cbe7d93c5af10f_14.png,ondemand_texture_replace\MarioGalaxy\8286012043585203170.png
ObjectData\MysteryCandyPlanet\tex1_64x64_052b3f80223d2b4f_14.png,ondemand_texture_replace\MarioGalaxy\2035164410821200442.png
ObjectData\MysteryCandyPlanet\tex1_64x64_12a6d4502e40e656_14.png,MarioGalaxy_Sub\2d3b1bfaba947907.png
ObjectData\MysteryCandyPlanet\tex1_64x64_8e0923765f6e39c3_2.png,ondemand_texture_replace\MarioGalaxy\13578014597484931894.png
ObjectData\MysteryCandyPlanet\tex1_64x64_8e0923765f6e39c3_2.png,ondemand_texture_replace\MarioGalaxy\3578648200370998123.png
ObjectData\MysteryMountainBrightPlanet\tex1_64x64_0098f609b539eac4_5.png,ondemand_texture_replace\MarioGalaxy\13578014597484931894.png
ObjectData\MysteryMountainBrightPlanet\tex1_64x64_0098f609b539eac4_5.png,ondemand_texture_replace\MarioGalaxy\3578648200370998123.png
ObjectData\MysteryFlipPanelPlanet\tex1_128x128_157bff41161a1baa_14.png,ondemand_texture_replace\MarioGalaxy\3209088733428768999.png
ObjectData\MysteryFlipPanelPlanet\tex1_64x64_f859a87d63a58f50_14.png,ondemand_texture_replace\MarioGalaxy\17054590124839254787.png
ObjectData\MysteryMountainBrightPlanet\tex1_32x64_0d6f9c1c329121d3_14.png,ondemand_texture_replace\MarioGalaxy\16404972842534655435.png
ObjectData\MysteryMountainPlanet\tex1_32x32_c876bdc85f0cf7f1_14.png,ondemand_texture_replace\MarioGalaxy\4201638955781691754.png
ObjectData\MysteryMoveStepA\tex1_64x64_306a1660c8dd35c0_14.png,ondemand_texture_replace\MarioGalaxy\8470290639385809653.png
ObjectData\NeedlePlant\tex1_64x64_8038b750fee1bf29_14.png,ondemand_texture_replace\MarioGalaxy\17332716887246070415.png
ObjectData\NeedleTrap\tex1_128x128_ee259be4af68b2c2_4.png,ondemand_texture_replace\MarioGalaxy\5664327866436479474.png
ObjectData\NewBossStinkBugPlanet\tex1_128x128_2ca553a47db0c9be_14.png,ondemand_texture_replace\MarioGalaxy\18071928747833712173.png
ObjectData\NewBossStinkBugPlanet\tex1_128x128_951d4c672173f470_14.png,ondemand_texture_replace\MarioGalaxy\17139448073108917188.png
ObjectData\NewBossStinkBugPlanet\tex1_64x64_110dbf90b3f081cd_14.png,ondemand_texture_replace\MarioGalaxy\4318183588319375005.png
ObjectData\NewOnimasuPlanet\tex1_128x128_548d2ca9121b1d1d_14.png,ondemand_texture_replace\MarioGalaxy\11657157465565191500.png
ObjectData\NewOnimasuPlanet\tex1_256x256_b0a40d4ab7e03a90_14.png,ondemand_texture_replace\MarioGalaxy\13193670568437644817.png
ObjectData\NewOnimasuPlanet\tex1_256x256_f94a7ebc0499dcc5_14.png,ondemand_texture_replace\MarioGalaxy\12557034621756219451.png
ObjectData\NewOnimasuPlanetPartsGoal\tex1_256x256_4866773222906021_14.png,ondemand_texture_replace\MarioGalaxy\6591773222207446314.png
ObjectData\NewOnimasuPlanetPartsGoal\tex1_256x256_73bc61494dfe940a_14.png,ondemand_texture_replace\MarioGalaxy\729553541147101188.png
ObjectData\NewOnimasuPlanetWater\tex1_128x128_761b22a422e0aefd_0.png,ondemand_texture_replace\MarioGalaxy\9453427944253061960.png
ObjectData\Nigero\tex1_128x128_335527f19f7b9cb7_14.png,ondemand_texture_replace\MarioGalaxy\11050141916144521425.png
ObjectData\Nigero\tex1_32x64_53a059bd72b8605e_1.png,ondemand_texture_replace\MarioGalaxy\16439587768731545255.png
ObjectData\Nigero\tex1_32x64_53e47a7954e2173b_14.png,ondemand_texture_replace\MarioGalaxy\17381536682568106501.png
ObjectData\Nigero\tex1_32x64_9039bb7d7a25bb71_14.png,ondemand_texture_replace\MarioGalaxy\6317014351931149995.png
ObjectData\NigeroPlanet\tex1_256x256_39b20500801a0e62_14.png,ondemand_texture_replace\MarioGalaxy\13751669520192701472.png
ObjectData\NigeroPlanet\tex1_256x256_d17e913975f1748f_14.png,ondemand_texture_replace\MarioGalaxy\14778224916209538704.png
ObjectData\NokonokoLand\tex1_128x128_4bb2133e79cb8372_14.png,ondemand_texture_replace\MarioGalaxy\14163505015608334788.png
ObjectData\NokonokoLand\tex1_128x128_72515db0c5bbe422_14.png,MarioGalaxy\b1f2bc4752d3c422.png
ObjectData\NokonokoLand\tex1_64x64_a679910acffb6746_14.png,ondemand_texture_replace\MarioGalaxy\15086498817475314237.png
ObjectData\NokonokoLand\tex1_64x64_df3c25cfdcce8626_14.png,ondemand_texture_replace\MarioGalaxy\747466347897482773.png
ObjectData\NokonokoLandBig\tex1_128x128_f2f8f2ea2ab7f38d_14.png,ondemand_texture_replace\MarioGalaxy\8331573322317350220.png
ObjectData\NyoroponBody\tex1_64x128_9d8bf60f3558582d_14.png,ondemand_texture_replace\MarioGalaxy\2996039925458980017.png
ObjectData\NyoroponHead\tex1_128x128_0413510febc9d959_14.png,ondemand_texture_replace\MarioGalaxy\13099036326431285493.png
ObjectData\NyoroponHead\tex1_128x128_063ac55ab3e04543_14.png,ondemand_texture_replace\MarioGalaxy\13645190203058502912.png
ObjectData\NyoroponHead\tex1_128x128_9be228a984b5a631_14.png,ondemand_texture_replace\MarioGalaxy\2820474639030723862.png
ObjectData\OldFortressPlanet\tex1_128x128_061bbca7a90be0a0_14.png,ondemand_texture_replace\MarioGalaxy\8322813537919012347.png
ObjectData\OldFortressPlanet\tex1_128x128_3059654ee34c1990_4.png,ondemand_texture_replace\MarioGalaxy\8145715838372545095.png
ObjectData\OldFortressPlanet\tex1_128x128_4606ead5d96c74d7_14.png,ondemand_texture_replace\MarioGalaxy\2698206028511398054.png
ObjectData\OldFortressPlanet\tex1_128x128_4bb1344885609236_0.png,ondemand_texture_replace\MarioGalaxy\12543880416868240204.png
ObjectData\OldFortressPlanet\tex1_128x128_bd189059962d6c72_4.png,ondemand_texture_replace\MarioGalaxy\17749355164348645240.png
ObjectData\OldFortressPlanet\tex1_128x128_e370a94c839e64a6_14.png,ondemand_texture_replace\MarioGalaxy\13007440480457119507.png
ObjectData\OldFortressPlanet\tex1_128x128_m_037a5a8110e3f93e_4.png,MarioGalaxy_Sub\61c2645e5168e51e.png
ObjectData\OldFortressPlanet\tex1_128x128_m_037a5a8110e3f93e_4_mip1.png,MarioGalaxy_Sub\61c2645e5168e51e_lod1.png
ObjectData\OldFortressPlanet\tex1_128x128_m_037a5a8110e3f93e_4_mip2.png,MarioGalaxy_Sub\61c2645e5168e51e_lod2.png
ObjectData\OldFortressPlanet\tex1_128x128_m_037a5a8110e3f93e_4_mip3.png,MarioGalaxy_Sub\61c2645e5168e51e_lod3.png
ObjectData\OldFortressPlanet\tex1_128x128_m_037a5a8110e3f93e_4_mip4.png,MarioGalaxy_Sub\61c2645e5168e51e_lod4.png
ObjectData\OldFortressPlanet\tex1_128x128_m_41e3167373ef9989_14.png,MarioGalaxy_Sub\57d0aa7092785878.png
ObjectData\OldFortressPlanet\tex1_128x128_m_41e3167373ef9989_14_mip1.png,MarioGalaxy_Sub\57d0aa7092785878_lod1.png
ObjectData\OldFortressPlanet\tex1_128x128_m_41e3167373ef9989_14_mip2.png,MarioGalaxy_Sub\57d0aa7092785878_lod2.png
ObjectData\OldFortressPlanet\tex1_128x128_m_41e3167373ef9989_14_mip3.png,MarioGalaxy_Sub\57d0aa7092785878_lod3.png
ObjectData\OldFortressPlanet\tex1_128x128_m_4ea29cc75cb43b6f_14.png,MarioGalaxy_Sub\1b7aa5896fbb200c.png
ObjectData\OldFortressPlanet\tex1_128x128_m_4ea29cc75cb43b6f_14_mip1.png,MarioGalaxy_Sub\1b7aa5896fbb200c_lod1.png
ObjectData\OldFortressPlanet\tex1_128x128_m_4ea29cc75cb43b6f_14_mip2.png,MarioGalaxy_Sub\1b7aa5896fbb200c_lod2.png
ObjectData\OldFortressPlanet\tex1_128x128_m_4ea29cc75cb43b6f_14_mip3.png,MarioGalaxy_Sub\1b7aa5896fbb200c_lod3.png
ObjectData\OldFortressPlanet\tex1_128x128_m_6c3b019815326c45_14_arb.png,MarioGalaxy\e79f48439a3ad307.png
ObjectData\OldFortressPlanet\tex1_128x128_m_6c3b019815326c45_14_arb_mip1.png,MarioGalaxy\e79f48439a3ad307_lod1.png
ObjectData\OldFortressPlanet\tex1_128x128_m_6c3b019815326c45_14_arb_mip2.png,MarioGalaxy\e79f48439a3ad307_lod2.png
ObjectData\OldFortressPlanet\tex1_128x128_m_6c3b019815326c45_14_arb_mip3.png,MarioGalaxy\e79f48439a3ad307_lod3.png
ObjectData\OldFortressPlanet\tex1_128x128_m_6c3b019815326c45_14_arb_mip4.png,MarioGalaxy\e79f48439a3ad307_lod4.png
ObjectData\OldFortressPlanet\tex1_128x128_m_dad151d75465596a_14.png,MarioGalaxy\143a82f8ce15575b.png
ObjectData\OldFortressPlanet\tex1_128x128_m_dad151d75465596a_14_mip1.png,MarioGalaxy\143a82f8ce15575b_lod1.png
ObjectData\OldFortressPlanet\tex1_128x128_m_dad151d75465596a_14_mip2.png,MarioGalaxy\143a82f8ce15575b_lod2.png
ObjectData\OldFortressPlanet\tex1_128x128_m_dad151d75465596a_14_mip3.png,MarioGalaxy\143a82f8ce15575b_lod3.png
ObjectData\OldFortressPlanet\tex1_128x64_03fe9ceea7000c35_4.png,ondemand_texture_replace\MarioGalaxy\10621579717665045022.png
ObjectData\OldFortressPlanet\tex1_256x256_8a0684acf73c70c8_14.png,ondemand_texture_replace\MarioGalaxy\15559624726976235189.png
ObjectData\OldFortressSlideStep\tex1_128x128_m_ffeaf574efa3c6b3_14.png,MarioGalaxy_Sub\5050cf8b7c0f90f8.png
ObjectData\OldFortressSlideStep\tex1_128x128_m_ffeaf574efa3c6b3_14_mip1.png,MarioGalaxy_Sub\5050cf8b7c0f90f8_lod1.png
ObjectData\OldFortressSlideStep\tex1_128x128_m_ffeaf574efa3c6b3_14_mip2.png,MarioGalaxy_Sub\5050cf8b7c0f90f8_lod2.png
ObjectData\OldFortressSlideStep\tex1_128x128_m_ffeaf574efa3c6b3_14_mip3.png,MarioGalaxy_Sub\5050cf8b7c0f90f8_lod3.png
ObjectData\OldFortressTopCover\tex1_256x256_074bab950414d116_14.png,ondemand_texture_replace\MarioGalaxy\7247423044630189181.png
ObjectData\OmoteuLandSky\tex1_256x128_a13a08c7796e127f_3.png,ondemand_texture_replace\MarioGalaxy\9665653108105087089.png
ObjectData\OmoteuLandSky\tex1_256x256_m_ab49beaa3b85f769_1_arb.png,MarioGalaxy_Sub\32bdff314e4dbb82.png
ObjectData\OmoteuLandSky\tex1_256x256_m_ab49beaa3b85f769_1_arb_mip1.png,MarioGalaxy_Sub\32bdff314e4dbb82_lod1.png
ObjectData\OmoteuLandSky\tex1_256x256_m_ab49beaa3b85f769_1_arb_mip2.png,MarioGalaxy_Sub\32bdff314e4dbb82_lod2.png
ObjectData\OmoteuLandSky\tex1_256x256_m_ab49beaa3b85f769_1_arb_mip3.png,MarioGalaxy_Sub\32bdff314e4dbb82_lod3.png
ObjectData\OmoteuLandSky\tex1_256x256_m_ab49beaa3b85f769_1_arb_mip4.png,MarioGalaxy_Sub\32bdff314e4dbb82_lod4.png
ObjectData\OmoteuLandSky\tex1_256x256_m_ab49beaa3b85f769_1_arb_mip5.png,MarioGalaxy_Sub\32bdff314e4dbb82_lod5.png
ObjectData\OmoteuLandSky\tex1_64x256_d03e517d3b628ba4_0.png,ondemand_texture_replace\MarioGalaxy\16226233324583480589.png
ObjectData\Onimasu\tex1_256x256_7fdeb36e54fa3788_14.png,ondemand_texture_replace\MarioGalaxy\18420514768958478185.png
ObjectData\Onimasu\tex1_64x64_8879f4985b410bc3_14.png,ondemand_texture_replace\MarioGalaxy\8845843483564460266.png
ObjectData\OtaKing\tex1_512x512_69367d2f3b592bbf_14.png,ondemand_texture_replace\MarioGalaxy\18375249887481105284.png
ObjectData\OtaKingBathPlanet\tex1_128x128_e459cd7f31a9339a_14.png,ondemand_texture_replace\MarioGalaxy\14822305809328895251.png
ObjectData\OtaKingBathPlanet\tex1_128x64_7ecf5f6b80aa865f_14.png,ondemand_texture_replace\MarioGalaxy\9994553661646884689.png
ObjectData\OtaKingBathPlanet\tex1_16x64_a2406b16aab397a9_14.png,ondemand_texture_replace\MarioGalaxy\13690990420785278939.png
ObjectData\OtaKingBathPlanet\tex1_256x256_00b72b791e19219b_14.png,ondemand_texture_replace\MarioGalaxy\1372049449636092828.png
ObjectData\OtaKingBathPlanet\tex1_256x256_83c879f16853bc54_14.png,ondemand_texture_replace\MarioGalaxy\1643019136328095264.png
ObjectData\OtaKingBathPlanet\tex1_32x32_e73e0b98ab714469_14.png,ondemand_texture_replace\MarioGalaxy\9842843096574077390.png
ObjectData\OtaKingMagma\tex1_64x64_78720d588fc149f8_4.png,ondemand_texture_replace\MarioGalaxy\5656109191080936270.png
ObjectData\OtaKingMagmaBloom\tex1_128x128_7ff1b3aab4874671_14.png,ondemand_texture_replace\MarioGalaxy\13801057518120959767.png
ObjectData\OtaKingMagmaBloom\tex1_128x128_b549eddbc2efcd75_3.png,ondemand_texture_replace\MarioGalaxy\9695837131852583326.png
ObjectData\OtaRock\tex1_256x256_83eccbdb0e8c8348_14.png,ondemand_texture_replace\MarioGalaxy\4492964945741455815.png
ObjectData\OtaRock\tex1_256x256_f8a278fa5e5bb099_1.png,ondemand_texture_replace\MarioGalaxy\4280349908902484758.png
ObjectData\OtaRockChief\tex1_64x64_74289f9424b58bf1_1.png,ondemand_texture_replace\MarioGalaxy\667231999281938121.png
ObjectData\OtaRockTank\tex1_256x256_dd302be44dca0e18_14.png,ondemand_texture_replace\MarioGalaxy\15940264945001810923.png
ObjectData\PackunFlower\tex1_128x256_618ccbe484b4fc70_14.png,ondemand_texture_replace\MarioGalaxy\4249487338496507970.png
ObjectData\PackunFlowerBig\tex1_64x128_c2db9425d691e0ce_14.png,ondemand_texture_replace\MarioGalaxy\12243095958904009657.png
ObjectData\PackunLeaf\tex1_64x64_19e6de7ce2a98baa_1.png,ondemand_texture_replace\MarioGalaxy\4715090662664837956.png
ObjectData\PackunLeaf\tex1_64x64_8eaad8c155bffd86_14.png,ondemand_texture_replace\MarioGalaxy\9367236130023135771.png
ObjectData\PackunPetit\tex1_128x128_41cafe499b021c0d_14.png,ondemand_texture_replace\MarioGalaxy\18022273829793268811.png
ObjectData\PackunPetit\tex1_64x64_b7a08eeab287e3e3_14.png,ondemand_texture_replace\MarioGalaxy\15193811539007116218.png
ObjectData\PackunPetitHead\tex1_128x128_39e6ab26b2e2a110_14.png,ondemand_texture_replace\MarioGalaxy\5553701857051294937.png
ObjectData\PaipoCrystalBreakPlanet\tex1_128x128_7b08db1776e38d40_14.png,ondemand_texture_replace\MarioGalaxy\9381676126145621029.png
